1002,12-10-2023 12:15:57,1009,true
1007,12-10-2023 13:19:20,2009,false

1,02-11-2023 13:11:32,1,false
1,06-11-2023 08:18:04,1,false
1,06-11-2023 08:24:07,1,false
1,06-11-2023 08:29:06,1,false
1,06-11-2023 08:47:09,1,false
1,09-11-2023 11:43:28,1,false
1,09-11-2023 14:07:26,1,false
1,09-11-2023 14:21:53,1,false
1,09-11-2023 14:22:31,1,false
1,10-11-2023 10:58:44,1,false
1,10-11-2023 11:14:09,1,false
1,10-11-2023 12:08:56,1,false
1001,13-11-2023 09:28:06,1000,false
1,14-11-2023 12:41:57,1,false
1,14-11-2023 12:42:20,1,false
1,14-11-2023 12:46:23,1,false
1,14-11-2023 13:08:12,1,false
1,16-11-2023 11:37:18,1,false
1,16-11-2023 11:40:03,1,false
1,16-11-2023 11:47:39,1,false
1,16-11-2023 13:56:36,1,false
